dstport,protocol,tag
172,I-NLSP,sv_87
17,DDP,sv_60
697,ISIS over IPv4,sv_57
14,PNNI,sv_13
277,IFMP,sv_44
611,,sv_49
524,VISA,sv_66
801,VISA,sv_96
706,HMP,sv_65
91,RSVP-E2E-IGNORE,sv_60
904,XNS-IDP,sv_41
780,RSVP-E2E-IGNORE,sv_43
371,RVD,sv_39
622,SRP,sv_47
218,ST,sv_91
724,Min-IPv4,sv_94
910,L2TP,sv_13
764,PIM,sv_18
129,ST,sv_13
159,,sv_56
289,VINES,sv_58
714,KRYPTOLAN,sv_84
218,TCF,sv_99
799,SRP,sv_33
516,Homa,sv_66
840,HOPOPT,sv_1
104,3PC,sv_62
775,AGGFRAG,sv_61
209,DDP,sv_79
370,IPCV,sv_54
758,IDRP,sv_74
914,IPX-in-IP,sv_11
178,IDPR,sv_73
929,MERIT-INP,sv_44
860,Min-IPv4,sv_50
587,HMP,sv_44
681,SUN-ND,sv_19
416,NARP,sv_20
602,WB-MON,sv_82
696,IATP,sv_74
248,MERIT-INP,sv_63
47,CPHB,sv_92
481,HMP,sv_54
899,EMCON,sv_80
659,CHAOS,sv_85
463,GMTP,sv_94
75,ARGUS (deprecated),sv_54
142,LARP,sv_8
141,ISO-TP4,sv_40
287,IPv6-Frag,sv_56
916,XTP,sv_4
129,RSVP-E2E-IGNORE,sv_44
169,IPv6-Opts,sv_52
615,ROHC,sv_75
868,AGGFRAG,sv_58
819,CPNX,sv_71
391,BIT-EMU,sv_73
294,manet,sv_35
138,IGP,sv_7
761,IPv6,sv_32
516,TRUNK-2,sv_84
5,DDP,sv_57
783,UTI,sv_29
822,IGP,sv_58
157,VMTP,sv_42
86,IDRP,sv_35
385,GGP,sv_17
190,BIT-EMU,sv_49
647,WB-MON,sv_70
518,SCTP,sv_9
785,PRM,sv_48
539,,sv_57
367,SCC-SP,sv_29
1021,TRUNK-2,sv_88
330,SAT-MON,sv_50
279,GMTP,sv_5
9,A/N,sv_8
152,IDPR,sv_58
814,FIRE,sv_75
42,GMTP,sv_31
945,VRRP,sv_45
800,EIGRP,sv_14
882,,sv_40
589,TCP,sv_80
646,ST,sv_17
584,CRUDP,sv_99
700,ROHC,sv_7
357,UDPLite,sv_59
803,Mobility Header,sv_52
323,RVD,sv_93
796,EGP,sv_62
582,MPLS-in-IP,sv_89
532,,sv_98
933,SRP,sv_57
400,LARP,sv_66
927,IPPC,sv_20
442,I-NLSP,sv_32
612,,sv_80
77,AH,sv_37
173,IPIP,sv_76
868,,sv_93
515,SUN-ND,sv_51
818,UTI,sv_99
338,,sv_37
678,STP,sv_49
140,WB-EXPAK,sv_4
298,SM (deprecated),sv_59
259,VINES,sv_13
793,AH,sv_93
751,SUN-ND,sv_53
766,UTI,sv_73
187,TCF,sv_93
565,FIRE,sv_60
570,BBN-RCC-MON,sv_7
73,DCN-MEAS,sv_58
340,IPv6-Route,sv_19
331,MPLS-in-IP,sv_53
453,PTP,sv_66
685,DSR,sv_10
855,FC,sv_30
357,ARGUS (deprecated),sv_35
687,RSVP-E2E-IGNORE,sv_11
140,VMTP,sv_77
654,SCTP,sv_72
497,CRUDP,sv_42
652,MERIT-INP,sv_8
236,CRUDP,sv_71
857,ARIS,sv_60
633,IGMP,sv_50
801,HIP,sv_49
381,STP,sv_50
760,IPv4,sv_70
755,RVD,sv_80
541,Shim6,sv_10
310,PGM,sv_95
351,PIM,sv_20
307,IPv4,sv_13
189,VMTP,sv_70
809,BNA,sv_4
181,KRYPTOLAN,sv_57
308,IDRP,sv_73
530,EMCON,sv_17
264,,sv_50
18,,sv_85
383,IFMP,sv_22
381,MERIT-INP,sv_55
21,CPNX,sv_45
304,RDP,sv_34
911,SPS,sv_39
375,CPNX,sv_85
513,HMP,sv_28
185,IATP,sv_38
684,EIGRP,sv_23
565,MICP (deprecated),sv_38
608,IPCV,sv_98
761,IPv6-ICMP,sv_92
645,SECURE-VMTP,sv_21
488,IPLT,sv_10
990,SPS,sv_4
536,GGP,sv_50
796,ROHC,sv_47
552,XTP,sv_59
263,WSN,sv_87
545,PIM,sv_38
832,Compaq-Peer,sv_70
914,IATP,sv_21
226,PIM,sv_55
1012,CFTP,sv_54
448,CRUDP,sv_51
135,manet,sv_51
632,PTP,sv_44
942,GMTP,sv_63
502,DGP,sv_95
572,Homa,sv_40
280,Min-IPv4,sv_2
626,IGMP,sv_1
646,ISIS over IPv4,sv_19
901,SUN-ND,sv_38
190,FC,sv_78
34,BNA,sv_58
26,FC,sv_69
328,IPv6-Frag,sv_28
750,ARIS,sv_70
870,CRTP,sv_1
473,TP++,sv_32
470,TRUNK-1,sv_15
458,RSVP,sv_66
285,ISO-TP4,sv_65
618,MTP,sv_97
198,IGP,sv_97
147,SWIPE (deprecated),sv_42
402,PIM,sv_88
576,BR-SAT-MON,sv_68
115,RDP,sv_22
627,NSFNET-IGP,sv_84
516,IPLT,sv_75
5,XNS-IDP,sv_12
609,SMP,sv_1
555,Reserved,sv_30
135,IL,sv_35
940,VINES,sv_5
247,IPIP,sv_94
575,MTP,sv_23
952,IPv6-ICMP,sv_32
656,IATP,sv_49
460,Shim6,sv_15
1009,SNP,sv_2
379,IPv6-Route,sv_70
788,PUP,sv_6
647,ST,sv_17
383,IPCV,sv_48
594,MERIT-INP,sv_2
776,IPv6-Opts,sv_64
952,ST,sv_50
50,SCTP,sv_52
321,PUP,sv_4
333,PNNI,sv_93
661,SUN-ND,sv_66
499,IDPR-CMTP,sv_62
882,SWIPE (deprecated),sv_71
887,LARP,sv_24
622,DSR,sv_52
264,MUX,sv_29
392,PGM,sv_97
759,PNNI,sv_13
362,CPHB,sv_14
457,IPv4,sv_60
284,NSH,sv_24
27,DCN-MEAS,sv_69
619,XNET,sv_47
545,XNET,sv_97
997,IPv6-ICMP,sv_7
133,DCCP,sv_83
827,SRP,sv_49
614,SCC-SP,sv_15
312,ISO-TP4,sv_84
497,UTI,sv_74
99,IPComp,sv_19
466,MTP,sv_54
961,ISO-IP,sv_69
378,XTP,sv_31
859,MERIT-INP,sv_3
734,ISO-IP,sv_89
196,PNNI,sv_4
993,IPTM,sv_33
489,RVD,sv_42
870,DSR,sv_39
736,NSFNET-IGP,sv_53
740,SDRP,sv_90
605,SM (deprecated),sv_33
738,DDX,sv_26
990,IL,sv_77
927,ARIS,sv_50
1011,NVP-II,sv_44
262,ETHERIP,sv_35
598,NSH,sv_73
366,I-NLSP,sv_64
38,GRE,sv_92
520,IPv6-Opts,sv_59
956,DGP,sv_74
432,SNP,sv_77
184,BR-SAT-MON,sv_98
485,GRE,sv_41
552,SUN-ND,sv_52
92,DDP,sv_80
506,STP,sv_74
493,DDP,sv_93
777,IPTM,sv_99
55,,sv_9
855,TLSP,sv_53
445,,sv_51
409,MTP,sv_26
215,I-NLSP,sv_48
378,IPCV,sv_50
972,IPCV,sv_9
498,TRUNK-2,sv_94
881,GRE,sv_82
899,TRUNK-2,sv_24
983,NSFNET-IGP,sv_76
56,SPS,sv_70
298,ESP,sv_46
81,ISO-TP4,sv_18
426,CRUDP,sv_11
999,IGMP,sv_98
144,NSFNET-IGP,sv_56
709,A/N,sv_48
129,CHAOS,sv_30
441,CBT,sv_28
1,PIPE,sv_46
354,TLSP,sv_44
1006,SUN-ND,sv_9
245,SCPS,sv_23
580,DDP,sv_19
848,XNET,sv_4
201,IDRP,sv_29
467,IPv6,sv_77
583,DDP,sv_10
84,KRYPTOLAN,sv_27
721,NVP-II,sv_88
465,WESP,sv_15
354,3PC,sv_36
482,IPPC,sv_23
698,DCN-MEAS,sv_16
812,QNX,sv_13
961,IRTP,sv_33
908,WSN,sv_95
174,IPv6-Frag,sv_57
960,VMTP,sv_24
472,IRTP,sv_74
70,UDP,sv_50
679,DDP,sv_7
603,OSPFIGP,sv_72
111,GMTP,sv_1
830,WB-MON,sv_61
506,DDX,sv_13
873,LEAF-1,sv_5
648,IPIP,sv_79
367,MUX,sv_19
839,FC,sv_21
662,ST,sv_47
921,IL,sv_71
457,IFMP,sv_53
658,ARIS,sv_43
635,IATP,sv_74
622,XNET,sv_15
406,Mobility Header,sv_7
399,IFMP,sv_9
751,CPNX,sv_12
546,IPTM,sv_32
281,XNET,sv_51
813,Homa,sv_60
550,GRE,sv_14
332,PRM,sv_37
268,I-NLSP,sv_8
942,VMTP,sv_51
706,BBN-RCC-MON,sv_57
969,UTI,sv_98
304,DDX,sv_13
1002,AX.25,sv_6
646,Homa,sv_65
858,Shim6,sv_72
730,,sv_55
244,SNP,sv_17
227,,sv_73
467,TCP,sv_20
718,RSVP-E2E-IGNORE,sv_86
648,WESP,sv_52
1010,AH,sv_54
676,,sv_58
1000,EMCON,sv_72
780,SWIPE (deprecated),sv_38
278,IATP,sv_98
75,NVP-II,sv_14
282,AGGFRAG,sv_70
935,TLSP,sv_29
630,CRUDP,sv_16
792,IPv6-Route,sv_88
340,IPCV,sv_3
246,XTP,sv_22
63,IPv6-Route,sv_11
664,CHAOS,sv_50
548,STP,sv_56
560,IPv6-NoNxt,sv_14
965,TP++,sv_51
60,SM (deprecated),sv_97
1000,HIP,sv_44
453,,sv_75
546,IPPC,sv_5
175,IPIP,sv_25
915,IPComp,sv_43
392,,sv_91
256,RVD,sv_27
821,CFTP,sv_28
342,HMP,sv_22
710,,sv_18
581,IDPR-CMTP,sv_50
69,IPv6-ICMP,sv_53
1007,,sv_39
135,3PC,sv_56
179,ISO-IP,sv_49
909,IPv6,sv_31
940,ETHERIP,sv_6
599,SMP,sv_70
600,KRYPTOLAN,sv_58
275,NSH,sv_64
17,AGGFRAG,sv_51
892,IGP,sv_63
76,ISIS over IPv4,sv_32
581,Mobility Header,sv_55
728,CBT,sv_54
773,IPComp,sv_6
24,TRUNK-2,sv_69
150,L2TP,sv_86
81,WESP,sv_53
536,ST,sv_48
379,DSR,sv_53
860,ISO-IP,sv_92
668,Ethernet,sv_23
89,3PC,sv_98
975,IRTP,sv_10
503,IPv6-Route,sv_39
752,SCTP,sv_28
620,CFTP,sv_62
844,SKIP,sv_43
57,CPNX,sv_19
887,PIM,sv_71
420,DDP,sv_50
277,MFE-NSP,sv_77
369,KRYPTOLAN,sv_7
652,IPCV,sv_99
76,BBN-RCC-MON,sv_64
908,Reserved,sv_46
856,WB-MON,sv_29
710,NSFNET-IGP,sv_2
1,,sv_74
870,DCN-MEAS,sv_39
427,IGMP,sv_63
705,EIGRP,sv_78
910,AX.25,sv_22
117,ROHC,sv_71
464,PGM,sv_38
159,Shim6,sv_1
741,WB-EXPAK,sv_57
471,Mobility Header,sv_2
914,XTP,sv_71
677,,sv_82
187,SNP,sv_30
694,IPCV,sv_76
208,FIRE,sv_87
1017,Sprite-RPC,sv_19
100,XNS-IDP,sv_49
342,CRUDP,sv_50
65,I-NLSP,sv_17
174,IPv6-Opts,sv_69
893,Mobility Header,sv_2
702,WSN,sv_46
431,CHAOS,sv_76
207,SDRP,sv_85
926,ARIS,sv_20
241,SCC-SP,sv_67
812,TRUNK-2,sv_24
917,SMP,sv_88
949,MPLS-in-IP,sv_84
877,EIGRP,sv_98
903,SSCOPMCE,sv_79
123,CFTP,sv_95
217,SSCOPMCE,sv_86
774,WB-MON,sv_59
388,IRTP,sv_90
147,IPv6-Opts,sv_37
768,ISO-TP4,sv_4
751,SCPS,sv_21
754,SMP,sv_76
643,DCN-MEAS,sv_15
886,XTP,sv_33
483,TCF,sv_96
195,Min-IPv4,sv_66
263,EGP,sv_65
364,IPCV,sv_45
627,HOPOPT,sv_37
990,IATP,sv_34
766,SECURE-VMTP,sv_22
266,DSR,sv_98
359,NETBLT,sv_81
413,RSVP-E2E-IGNORE,sv_11
209,OSPFIGP,sv_9
850,XNS-IDP,sv_99
821,ISO-IP,sv_20
493,TLSP,sv_65
421,ISIS over IPv4,sv_57
819,KRYPTOLAN,sv_88
286,NSH,sv_18
788,DDP,sv_56
357,CRTP,sv_30
440,Ethernet,sv_90
813,CBT,sv_42
448,IPv6-NoNxt,sv_23
499,HMP,sv_44
545,DDX,sv_29
18,IPPC,sv_26
269,Reserved,sv_78
511,SSCOPMCE,sv_33
879,CRTP,sv_9
395,IPIP,sv_69
815,DDP,sv_58
781,WSN,sv_69
1022,IDRP,sv_61
199,XTP,sv_79
536,AH,sv_35
372,SNP,sv_97
72,LARP,sv_5
645,XNS-IDP,sv_60
2,GGP,sv_13
159,IPPC,sv_94
396,ISO-IP,sv_32
4,KRYPTOLAN,sv_3
953,MTP,sv_29
51,IGMP,sv_30
421,PTP,sv_65
307,BR-SAT-MON,sv_43
514,IPX-in-IP,sv_29
399,AGGFRAG,sv_13
1003,BBN-RCC-MON,sv_8
965,STP,sv_48
220,ARIS,sv_75
24,Shim6,sv_75
888,HOPOPT,sv_19
60,SKIP,sv_52
917,SPS,sv_18
910,IPv6-Opts,sv_85
225,GGP,sv_88
573,ISO-IP,sv_41
353,ENCAP,sv_26
965,SM (deprecated),sv_30
732,UDPLite,sv_23
16,Mobility Header,sv_91
266,LARP,sv_31
79,XNET,sv_17
882,SKIP,sv_82
819,IPv4,sv_10
325,PGM,sv_44
441,PTP,sv_97
370,IPv6-NoNxt,sv_29
34,HOPOPT,sv_82
1020,WB-EXPAK,sv_56
910,DDX,sv_60
834,BIT-EMU,sv_54
243,RDP,sv_68
746,IPIP,sv_96
939,SPS,sv_91
842,,sv_16
764,RDP,sv_96
392,SSCOPMCE,sv_4
934,DSR,sv_48
259,BIT-EMU,sv_13
872,IPX-in-IP,sv_3
1004,FIRE,sv_2
640,MERIT-INP,sv_64
792,TLSP,sv_11
10,Sprite-RPC,sv_71
786,CPHB,sv_77
107,CRTP,sv_7
91,GGP,sv_80
738,ST,sv_56
251,MPLS-in-IP,sv_81
900,IPLT,sv_47
380,GMTP,sv_71
734,Ethernet,sv_34
583,IPv6-Frag,sv_47
154,IPCV,sv_37
419,IDPR-CMTP,sv_61
773,SSCOPMCE,sv_24
462,IPX-in-IP,sv_79
555,IPIP,sv_12
706,IATP,sv_56
417,IPIP,sv_91
342,BNA,sv_75
985,KRYPTOLAN,sv_65
548,MFE-NSP,sv_88
101,IPv6-Frag,sv_66
996,L2TP,sv_37
9,CFTP,sv_43
78,LEAF-1,sv_36
443,GRE,sv_25
10,VISA,sv_92
434,IPv6-Route,sv_93
894,XTP,sv_66
243,L2TP,sv_97
929,IFMP,sv_38
641,IPv6-Frag,sv_16
691,RSVP-E2E-IGNORE,sv_52
954,SAT-EXPAK,sv_43
266,,sv_75
219,KRYPTOLAN,sv_53
745,GRE,sv_53
662,UDPLite,sv_34
621,LARP,sv_97
855,ARIS,sv_94
587,TCF,sv_49
605,LARP,sv_61
181,WSN,sv_21
413,Min-IPv4,sv_79
584,GRE,sv_27
414,,sv_52
589,Reserved,sv_89
775,ETHERIP,sv_38
917,IPX-in-IP,sv_97
78,SAT-EXPAK,sv_52
864,SAT-MON,sv_98
768,PGM,sv_97
1013,TRUNK-2,sv_91
146,ISIS over IPv4,sv_85
777,BBN-RCC-MON,sv_99
734,CRUDP,sv_30
671,,sv_1
119,NSH,sv_37
1005,SSCOPMCE,sv_24
282,BBN-RCC-MON,sv_4
692,IDPR-CMTP,sv_42
750,GMTP,sv_98
769,SPS,sv_66
888,SAT-MON,sv_99
697,L2TP,sv_90
437,IATP,sv_47
783,EIGRP,sv_62
715,WB-MON,sv_95
975,QNX,sv_89
57,IPLT,sv_79
723,SCPS,sv_33
58,SECURE-VMTP,sv_36
98,PIPE,sv_47
850,CPHB,sv_63
375,WB-MON,sv_93
854,VISA,sv_6
353,AGGFRAG,sv_99
751,EGP,sv_98
941,IATP,sv_40
210,RSVP-E2E-IGNORE,sv_98
869,,sv_74
634,SAT-EXPAK,sv_49
86,TRUNK-2,sv_2
987,NSH,sv_33
344,,sv_79
809,,sv_44
443,UDPLite,sv_17
966,DGP,sv_43
182,NSH,sv_78
29,NVP-II,sv_41
948,PNNI,sv_79
118,WSN,sv_48
1000,PRM,sv_15
779,SCPS,sv_63
863,PVP,sv_78
886,CPHB,sv_88
344,VINES,sv_91
1000,3PC,sv_48
777,CPHB,sv_86
425,EIGRP,sv_84
641,SWIPE (deprecated),sv_9
983,IPv6-Route,sv_88
691,AH,sv_58
877,KRYPTOLAN,sv_88
346,PTP,sv_27
464,SAT-EXPAK,sv_45
592,PVP,sv_88
250,UDP,sv_68
38,VMTP,sv_22
138,,sv_29
738,MFE-NSP,sv_72
390,GMTP,sv_98
769,IDPR-CMTP,sv_13
444,IGP,sv_94
262,ESP,sv_6
266,SWIPE (deprecated),sv_75
750,ETHERIP,sv_3
326,RDP,sv_7
427,WB-MON,sv_96
379,GGP,sv_74
942,,sv_58
36,SCPS,sv_74
247,HIP,sv_43
746,BR-SAT-MON,sv_51
399,Reserved,sv_45
748,DDP,sv_98
842,MERIT-INP,sv_5
406,ARGUS (deprecated),sv_67
386,ETHERIP,sv_15
784,CPHB,sv_93
151,MUX,sv_98
290,,sv_69
989,ISO-TP4,sv_70
511,HOPOPT,sv_49
951,MPLS-in-IP,sv_18
812,A/N,sv_46
1023,ENCAP,sv_21
816,,sv_31
219,HIP,sv_30
96,IPIP,sv_23
1002,,sv_76
98,IPCV,sv_18
168,UTI,sv_63
534,,sv_46
513,CPNX,sv_75
608,VRRP,sv_79
215,XNS-IDP,sv_39
32,CPHB,sv_22
134,Ethernet,sv_56
263,ARIS,sv_27
581,GRE,sv_31
605,XNS-IDP,sv_29
25,NVP-II,sv_67
630,SAT-MON,sv_32
161,BNA,sv_50
492,CRUDP,sv_10
55,EGP,sv_28
634,EIGRP,sv_82
673,IPv6,sv_34
484,ISO-TP4,sv_94
931,XNET,sv_65
88,3PC,sv_73
825,SAT-EXPAK,sv_12
845,HOPOPT,sv_13
549,MTP,sv_80
908,,sv_9
667,DCCP,sv_22
652,DCN-MEAS,sv_87
541,LARP,sv_24
408,Homa,sv_67
163,IPIP,sv_29
99,SCTP,sv_71
627,ARIS,sv_73
944,CPHB,sv_63
948,OSPFIGP,sv_3
881,IPv6-Frag,sv_62
71,DDX,sv_86
822,Sprite-RPC,sv_91
416,IGMP,sv_74
242,LARP,sv_26
703,IDRP,sv_50
809,RSVP-E2E-IGNORE,sv_27
719,,sv_41
225,AGGFRAG,sv_85
695,SSCOPMCE,sv_19
150,AGGFRAG,sv_45
494,PIPE,sv_93
254,HOPOPT,sv_45
456,UDP,sv_88
227,SWIPE (deprecated),sv_62
262,GMTP,sv_13
355,ENCAP,sv_94
84,PTP,sv_54
418,IPv6,sv_77
462,,sv_49
453,RSVP-E2E-IGNORE,sv_66
228,UDP,sv_7
313,ROHC,sv_58
602,STP,sv_69
729,CPNX,sv_57
545,MPLS-in-IP,sv_56
938,PGM,sv_47
953,PNNI,sv_48
556,ISIS over IPv4,sv_60
335,SUN-ND,sv_54
635,OSPFIGP,sv_63
557,IGP,sv_7
972,IPv6-NoNxt,sv_91
182,I-NLSP,sv_8
329,,sv_47
200,QNX,sv_57
51,WB-EXPAK,sv_23
820,XNS-IDP,sv_31
586,NSH,sv_87
172,LARP,sv_32
943,GRE,sv_13
639,NARP,sv_43
668,IDPR-CMTP,sv_94
383,ISO-TP4,sv_74
499,PVP,sv_25
707,SCC-SP,sv_97
55,IPCV,sv_99
930,ST,sv_58
127,TP++,sv_73
139,IPv6-NoNxt,sv_63
857,Homa,sv_7
788,DDX,sv_36
902,KRYPTOLAN,sv_97
823,IPv6-Route,sv_68
809,NSFNET-IGP,sv_17
714,GRE,sv_17
345,IRTP,sv_7
903,IATP,sv_93
958,MERIT-INP,sv_68
762,,sv_63
698,PUP,sv_30
413,ESP,sv_26
661,MERIT-INP,sv_98
654,,sv_17
976,TCP,sv_66
738,L2TP,sv_14
300,LARP,sv_12
357,,sv_57
417,CHAOS,sv_71
969,IGP,sv_71
706,VRRP,sv_88
885,MTP,sv_67
460,PGM,sv_40
100,CRTP,sv_46
27,,sv_39
840,,sv_88
15,ICMP,sv_81
518,PUP,sv_99
34,MFE-NSP,sv_29
169,NARP,sv_39
254,UDPLite,sv_37
286,FIRE,sv_75
646,IL,sv_94
83,ISIS over IPv4,sv_5
939,STP,sv_29
118,MERIT-INP,sv_37
330,Homa,sv_37
117,PVP,sv_8
410,UDPLite,sv_30
24,IPTM,sv_59
738,,sv_92
33,PRM,sv_92
801,IPv6-Opts,sv_58
788,GMTP,sv_49
789,IPComp,sv_12
28,IPIP,sv_24
264,SAT-MON,sv_78
1007,SUN-ND,sv_27
217,Mobility Header,sv_72
854,IPv6-Frag,sv_56
318,VISA,sv_60
697,PUP,sv_95
893,IGP,sv_22
71,AX.25,sv_97
904,IPv6-Opts,sv_83
573,FIRE,sv_68
985,,sv_85
359,Sprite-RPC,sv_10
298,SCC-SP,sv_70
639,SDRP,sv_55
502,SUN-ND,sv_2
877,BBN-RCC-MON,sv_42
94,IPTM,sv_39
949,ETHERIP,sv_85
208,OSPFIGP,sv_58
772,IPv6,sv_41
995,GGP,sv_10
98,NETBLT,sv_52
712,LARP,sv_24
874,PVP,sv_15
11,DGP,sv_22
138,SKIP,sv_28
27,PIPE,sv_87
119,SAT-EXPAK,sv_57
1000,HMP,sv_4
984,HOPOPT,sv_38
1012,SMP,sv_55
957,ROHC,sv_20
965,IPv6-Route,sv_53
947,SDRP,sv_80
95,MTP,sv_83
255,IPv6-NoNxt,sv_80
359,IPLT,sv_4
184,SWIPE (deprecated),sv_97
270,ARIS,sv_98
294,ARIS,sv_2
280,PTP,sv_34
921,MTP,sv_66
912,,sv_30
937,UDP,sv_39
356,TRUNK-1,sv_22
977,CRTP,sv_47
834,ROHC,sv_60
103,XNET,sv_11
221,IPv6-Route,sv_69
715,IPv6-NoNxt,sv_33
561,SECURE-VMTP,sv_39
916,SCTP,sv_47
845,IPv4,sv_36
117,EMCON,sv_58
307,MERIT-INP,sv_25
951,VISA,sv_6
769,MERIT-INP,sv_74
883,TP++,sv_64
364,PIM,sv_18
262,ISO-IP,sv_61
778,TCP,sv_47
103,WSN,sv_60
771,ISO-TP4,sv_60
899,EMCON,sv_57
362,PUP,sv_92
428,ESP,sv_93
247,UTI,sv_20
114,TLSP,sv_75
538,SRP,sv_94
71,RVD,sv_7
931,Ethernet,sv_78
543,WSN,sv_12
696,RSVP-E2E-IGNORE,sv_46
931,RVD,sv_69
85,EIGRP,sv_80
509,Compaq-Peer,sv_95
1015,3PC,sv_23
979,,sv_80
799,EMCON,sv_38
499,BR-SAT-MON,sv_8
474,Compaq-Peer,sv_93
232,Homa,sv_86
319,ETHERIP,sv_87
227,WB-EXPAK,sv_15
941,NSH,sv_24
166,,sv_64
977,SMP,sv_40
322,Shim6,sv_51
134,ARIS,sv_30
355,SCTP,sv_80
972,CPNX,sv_89
468,Sprite-RPC,sv_53
970,QNX,sv_6
579,IPX-in-IP,sv_32
454,PRM,sv_98
809,QNX,sv_25
209,MTP,sv_45
897,Compaq-Peer,sv_80
1015,IPLT,sv_48
384,Compaq-Peer,sv_40
170,NSFNET-IGP,sv_92
908,SECURE-VMTP,sv_39
788,IDPR,sv_12
756,SCPS,sv_45
297,,sv_41
190,IRTP,sv_94
968,EMCON,sv_87
800,Reserved,sv_64
366,NVP-II,sv_43
925,BIT-EMU,sv_6
441,VINES,sv_27
339,NSFNET-IGP,sv_6
485,RDP,sv_28
613,ISO-TP4,sv_89
427,Sprite-RPC,sv_84
644,IPLT,sv_8
323,IFMP,sv_79
601,NSFNET-IGP,sv_49
111,PNNI,sv_97
667,DCCP,sv_89
387,IPComp,sv_4
405,,sv_14
596,LARP,sv_25
296,CRUDP,sv_49
27,OSPFIGP,sv_51
92,IPv6,sv_10
1010,FIRE,sv_81
724,ENCAP,sv_23
594,FC,sv_76
785,TP++,sv_66
351,LARP,sv_99
767,ST,sv_71
643,IPComp,sv_18
564,IATP,sv_81
637,CFTP,sv_86
147,CBT,sv_85
215,KRYPTOLAN,sv_59
864,MICP (deprecated),sv_74
549,LARP,sv_20
638,NSFNET-IGP,sv_88
167,IATP,sv_54
741,ARGUS (deprecated),sv_20
536,BIT-EMU,sv_51
966,IATP,sv_71
459,IPX-in-IP,sv_36
673,TRUNK-1,sv_28
67,CRTP,sv_24
951,LEAF-1,sv_94
463,ROHC,sv_96
866,RDP,sv_83
119,SM (deprecated),sv_55
384,PVP,sv_98
591,DCN-MEAS,sv_23
638,LEAF-2,sv_41
147,MUX,sv_55
575,IDPR,sv_76
275,RSVP,sv_56
30,,sv_37
254,ARIS,sv_38
436,IDRP,sv_52
487,CPNX,sv_85
166,LEAF-2,sv_93
777,IPv6-Route,sv_94
947,KRYPTOLAN,sv_60
945,KRYPTOLAN,sv_20
479,XNET,sv_80
399,VISA,sv_2
948,IDRP,sv_96
555,EMCON,sv_31
414,WB-EXPAK,sv_17
250,PIM,sv_76
856,ARGUS (deprecated),sv_64
577,IPv6-Opts,sv_78
921,SCC-SP,sv_91
1014,TP++,sv_21
700,ST,sv_87
548,I-NLSP,sv_50
845,,sv_5
308,PTP,sv_31
591,CPNX,sv_35
334,FC,sv_87
99,OSPFIGP,sv_7
378,DGP,sv_15
14,GGP,sv_25
4,GMTP,sv_22
299,CHAOS,sv_35
678,IPLT,sv_54
393,,sv_29
559,DDX,sv_50
20,UDP,sv_68
61,EIGRP,sv_33
320,,sv_82
416,LARP,sv_81
398,IGMP,sv_41
597,A/N,sv_41
836,FIRE,sv_87
666,EIGRP,sv_5
692,IL,sv_99
447,Reserved,sv_93
559,OSPFIGP,sv_66
128,ESP,sv_11
832,SWIPE (deprecated),sv_14
583,NVP-II,sv_28
203,SRP,sv_48
132,,sv_91
999,SCPS,sv_59
693,NVP-II,sv_89
488,ST,sv_7
795,IATP,sv_43
885,SPS,sv_80
310,ARIS,sv_60
901,TRUNK-2,sv_22
276,RSVP,sv_10
82,CRTP,sv_80
261,OSPFIGP,sv_15
602,IPTM,sv_78
636,UDPLite,sv_47
254,,sv_55
536,PRM,sv_80
401,3PC,sv_39
586,IPv6-Route,sv_95
157,SAT-EXPAK,sv_72
636,SSCOPMCE,sv_32
426,MTP,sv_53
879,L2TP,sv_72
873,NSFNET-IGP,sv_62
861,IPTM,sv_59
166,KRYPTOLAN,sv_98
830,FC,sv_50
351,,sv_76
692,AGGFRAG,sv_74
977,Compaq-Peer,sv_63
84,IDRP,sv_63
835,HMP,sv_4
339,IPv6,sv_27
557,,sv_27
441,IPPC,sv_93
1012,DGP,sv_57
616,SM (deprecated),sv_68
762,NSFNET-IGP,sv_11
683,MTP,sv_67
511,SDRP,sv_94
109,Compaq-Peer,sv_89
222,Compaq-Peer,sv_66
274,KRYPTOLAN,sv_36
401,IL,sv_1
496,IPLT,sv_95
72,XNET,sv_12
10,TCF,sv_81
784,BR-SAT-MON,sv_78
517,HIP,sv_99
69,LARP,sv_48
312,Homa,sv_40
504,XTP,sv_25
933,TLSP,sv_51
660,IPLT,sv_25
1005,NVP-II,sv_87
863,QNX,sv_62
804,SM (deprecated),sv_95
998,XNET,sv_19
191,IPPC,sv_84
729,UDPLite,sv_17
310,WB-MON,sv_47
903,FC,sv_53
139,IPv6-Frag,sv_75
217,,sv_35
687,SCTP,sv_81
396,XNS-IDP,sv_73
995,,sv_57
165,RDP,sv_82
16,SNP,sv_61
991,IPComp,sv_3
847,PIPE,sv_75
843,SCPS,sv_52
927,HOPOPT,sv_9
797,MUX,sv_76
829,PRM,sv_61
301,TLSP,sv_81
102,LEAF-2,sv_62
932,IPTM,sv_94
251,SMP,sv_86
61,IL,sv_47
934,UDPLite,sv_51
755,PRM,sv_91
444,DCCP,sv_57
558,SCTP,sv_91
528,IPv6-Route,sv_57
178,ROHC,sv_74
680,EMCON,sv_17
642,MUX,sv_9
359,WESP,sv_51
936,RDP,sv_27
18,,sv_12
23,Ethernet,sv_44
271,QNX,sv_81
585,NSH,sv_89
